Nome,Tipo,Iteracao,True_Positive,True_Negative,False_Positive,False_Negative
0.1,Teste,0,190,20,508,4
0.1,Teste,1,187,14,518,2
0.1,Teste,2,195,16,507,3
0.1,Teste,3,189,20,506,6
0.1,Teste,4,194,15,508,4
0.1,Teste,5,186,12,521,2
0.1,Teste,6,187,21,512,1
0.1,Teste,7,168,24,525,4
0.1,Teste,8,195,21,501,4
0.1,Teste,9,198,13,506,4
0.1,Teste,10,193,9,519,1
0.1,Teste,11,188,1,531,1
0.1,Teste,12,197,2,521,1
0.1,Teste,13,195,9,517,0
0.1,Teste,14,197,4,519,1
0.1,Teste,15,188,5,528,0
0.1,Teste,16,188,10,523,0
0.1,Teste,17,170,7,542,2
0.1,Teste,18,199,3,519,0
0.1,Teste,19,202,8,511,0
0.2,Teste,0,182,46,482,12
0.2,Teste,1,178,62,470,11
0.2,Teste,2,185,60,463,13
0.2,Teste,3,179,51,475,16
0.2,Teste,4,192,46,477,6
0.2,Teste,5,180,50,483,8
0.2,Teste,6,180,53,480,8
0.2,Teste,7,161,61,488,11
0.2,Teste,8,185,62,460,14
0.2,Teste,9,193,45,474,9
0.2,Teste,10,193,14,514,1
0.2,Teste,11,185,7,525,4
0.2,Teste,12,195,6,517,3
0.2,Teste,13,195,11,515,0
0.2,Teste,14,195,10,513,3
0.2,Teste,15,187,8,525,1
0.2,Teste,16,186,13,520,2
0.2,Teste,17,170,13,536,2
0.2,Teste,18,199,4,518,0
0.2,Teste,19,199,14,505,3
0.3,Teste,0,34,474,54,160
0.3,Teste,1,32,473,59,157
0.3,Teste,2,30,471,52,168
0.3,Teste,3,19,473,53,176
0.3,Teste,4,35,487,36,163
0.3,Teste,5,27,470,63,161
0.3,Teste,6,31,478,55,157
0.3,Teste,7,22,496,53,150
0.3,Teste,8,27,454,68,172
0.3,Teste,9,42,453,66,160
0.3,Teste,10,7,520,8,187
0.3,Teste,11,6,528,4,183
0.3,Teste,12,7,514,9,191
0.3,Teste,13,3,517,9,192
0.3,Teste,14,3,508,15,195
0.3,Teste,15,7,523,10,181
0.3,Teste,16,4,522,11,184
0.3,Teste,17,6,528,21,166
0.3,Teste,18,5,515,7,194
0.3,Teste,19,5,507,12,197
0.4,Teste,0,7,518,10,187
0.4,Teste,1,3,518,14,186
0.4,Teste,2,8,513,10,190
0.4,Teste,3,8,518,8,187
0.4,Teste,4,13,516,7,185
0.4,Teste,5,11,515,18,177
0.4,Teste,6,8,522,11,180
0.4,Teste,7,8,539,10,164
0.4,Teste,8,7,504,18,192
0.4,Teste,9,9,505,14,193
0.4,Teste,10,4,524,4,190
0.4,Teste,11,3,531,1,186
0.4,Teste,12,3,518,5,195
0.4,Teste,13,0,523,3,195
0.4,Teste,14,0,517,6,198
0.4,Teste,15,2,530,3,186
0.4,Teste,16,3,530,3,185
0.4,Teste,17,1,539,10,171
0.4,Teste,18,2,519,3,197
0.4,Teste,19,3,515,4,199
0.5,Teste,0,3,524,4,191
0.5,Teste,1,1,526,6,188
0.5,Teste,2,1,522,1,197
0.5,Teste,3,2,526,0,193
0.5,Teste,4,5,522,1,193
0.5,Teste,5,4,528,5,184
0.5,Teste,6,5,530,3,183
0.5,Teste,7,3,549,0,169
0.5,Teste,8,2,516,6,197
0.5,Teste,9,4,515,4,198
0.5,Teste,10,2,527,1,192
0.5,Teste,11,2,531,1,187
0.5,Teste,12,2,519,4,196
0.5,Teste,13,0,525,1,195
0.5,Teste,14,0,521,2,198
0.5,Teste,15,1,531,2,187
0.5,Teste,16,2,531,2,186
0.5,Teste,17,1,543,6,171
0.5,Teste,18,1,519,3,198
0.5,Teste,19,1,518,1,201
0.6,Teste,0,1,526,2,193
0.6,Teste,1,0,530,2,189
0.6,Teste,2,1,523,0,197
0.6,Teste,3,2,526,0,193
0.6,Teste,4,2,522,1,196
0.6,Teste,5,3,530,3,185
0.6,Teste,6,2,533,0,186
0.6,Teste,7,2,549,0,170
0.6,Teste,8,1,521,1,198
0.6,Teste,9,2,519,0,200
0.6,Teste,10,1,527,1,193
0.6,Teste,11,2,531,1,187
0.6,Teste,12,2,520,3,196
0.6,Teste,13,0,526,0,195
0.6,Teste,14,0,521,2,198
0.6,Teste,15,1,532,1,187
0.6,Teste,16,1,532,1,187
0.6,Teste,17,1,543,6,171
0.6,Teste,18,1,519,3,198
0.6,Teste,19,1,518,1,201
0.7,Teste,0,0,528,0,194
0.7,Teste,1,0,531,1,189
0.7,Teste,2,1,523,0,197
0.7,Teste,3,2,526,0,193
0.7,Teste,4,2,522,1,196
0.7,Teste,5,2,530,3,186
0.7,Teste,6,2,533,0,186
0.7,Teste,7,2,549,0,170
0.7,Teste,8,0,521,1,199
0.7,Teste,9,1,519,0,201
0.7,Teste,10,1,527,1,193
0.7,Teste,11,1,532,0,188
0.7,Teste,12,2,520,3,196
0.7,Teste,13,0,526,0,195
0.7,Teste,14,0,522,1,198
0.7,Teste,15,0,532,1,188
0.7,Teste,16,0,533,0,188
0.7,Teste,17,1,545,4,171
0.7,Teste,18,1,519,3,198
0.7,Teste,19,0,518,1,202
0.8,Teste,0,0,528,0,194
0.8,Teste,1,0,531,1,189
0.8,Teste,2,1,523,0,197
0.8,Teste,3,1,526,0,194
0.8,Teste,4,1,522,1,197
0.8,Teste,5,1,531,2,187
0.8,Teste,6,1,533,0,187
0.8,Teste,7,1,549,0,171
0.8,Teste,8,0,521,1,199
0.8,Teste,9,0,519,0,202
0.8,Teste,10,1,527,1,193
0.8,Teste,11,1,532,0,188
0.8,Teste,12,2,521,2,196
0.8,Teste,13,0,526,0,195
0.8,Teste,14,0,522,1,198
0.8,Teste,15,0,532,1,188
0.8,Teste,16,0,533,0,188
0.8,Teste,17,1,545,4,171
0.8,Teste,18,1,520,2,198
0.8,Teste,19,0,519,0,202
0.9,Teste,0,0,528,0,194
0.9,Teste,1,0,531,1,189
0.9,Teste,2,0,523,0,198
0.9,Teste,3,1,526,0,194
0.9,Teste,4,1,522,1,197
0.9,Teste,5,1,531,2,187
0.9,Teste,6,0,533,0,188
0.9,Teste,7,1,549,0,171
0.9,Teste,8,0,521,1,199
0.9,Teste,9,0,519,0,202
0.9,Teste,10,1,527,1,193
0.9,Teste,11,1,532,0,188
0.9,Teste,12,2,522,1,196
0.9,Teste,13,0,526,0,195
0.9,Teste,14,0,522,1,198
0.9,Teste,15,0,532,1,188
0.9,Teste,16,0,533,0,188
0.9,Teste,17,1,547,2,171
0.9,Teste,18,1,520,2,198
0.9,Teste,19,0,519,0,202
1.0,Teste,0,0,528,0,194
1.0,Teste,1,0,532,0,189
1.0,Teste,2,0,523,0,198
1.0,Teste,3,1,526,0,194
1.0,Teste,4,1,523,0,197
1.0,Teste,5,0,531,2,188
1.0,Teste,6,0,533,0,188
1.0,Teste,7,1,549,0,171
1.0,Teste,8,0,521,1,199
1.0,Teste,9,0,519,0,202
1.0,Teste,10,1,527,1,193
1.0,Teste,11,1,532,0,188
1.0,Teste,12,2,522,1,196
1.0,Teste,13,0,526,0,195
1.0,Teste,14,0,522,1,198
1.0,Teste,15,0,533,0,188
1.0,Teste,16,0,533,0,188
1.0,Teste,17,0,547,2,172
1.0,Teste,18,1,521,1,198
1.0,Teste,19,0,519,0,202
0.1,Treino,0,1717,239,4521,12
0.1,Treino,1,1724,172,4584,10
0.1,Treino,2,1709,217,4548,16
0.1,Treino,3,1719,204,4558,9
0.1,Treino,4,1710,204,4561,15
0.1,Treino,5,1726,179,4576,9
0.1,Treino,6,1722,192,4563,13
0.1,Treino,7,1739,226,4513,12
0.1,Treino,8,1714,212,4554,10
0.1,Treino,9,1710,212,4557,11
0.1,Treino,10,1729,94,4666,0
0.1,Treino,11,1733,105,4651,1
0.1,Treino,12,1724,110,4655,1
0.1,Treino,13,1728,102,4660,0
0.1,Treino,14,1725,99,4666,0
0.1,Treino,15,1735,86,4669,0
0.1,Treino,16,1735,106,4649,0
0.1,Treino,17,1751,89,4650,0
0.1,Treino,18,1724,84,4682,0
0.1,Treino,19,1721,102,4667,0
0.2,Treino,0,1644,694,4066,85
0.2,Treino,1,1648,557,4199,86
0.2,Treino,2,1634,640,4125,91
0.2,Treino,3,1659,532,4230,69
0.2,Treino,4,1650,569,4196,75
0.2,Treino,5,1655,525,4230,80
0.2,Treino,6,1651,548,4207,84
0.2,Treino,7,1680,558,4181,71
0.2,Treino,8,1658,560,4206,66
0.2,Treino,9,1623,628,4141,98
0.2,Treino,10,1728,148,4612,1
0.2,Treino,11,1727,180,4576,7
0.2,Treino,12,1714,196,4569,11
0.2,Treino,13,1722,183,4579,6
0.2,Treino,14,1719,206,4559,6
0.2,Treino,15,1730,159,4596,5
0.2,Treino,16,1729,194,4561,6
0.2,Treino,17,1743,152,4587,8
0.2,Treino,18,1720,140,4626,4
0.2,Treino,19,1716,181,4588,5
0.3,Treino,0,337,4284,476,1392
0.3,Treino,1,329,4276,480,1405
0.3,Treino,2,320,4261,504,1405
0.3,Treino,3,288,4381,381,1440
0.3,Treino,4,292,4364,401,1433
0.3,Treino,5,325,4281,474,1410
0.3,Treino,6,336,4255,500,1399
0.3,Treino,7,313,4301,438,1438
0.3,Treino,8,349,4262,504,1375
0.3,Treino,9,366,4227,542,1355
0.3,Treino,10,74,4668,92,1655
0.3,Treino,11,92,4655,101,1642
0.3,Treino,12,87,4660,105,1638
0.3,Treino,13,89,4660,102,1639
0.3,Treino,14,86,4677,88,1639
0.3,Treino,15,82,4660,95,1653
0.3,Treino,16,84,4655,100,1651
0.3,Treino,17,109,4629,110,1642
0.3,Treino,18,85,4680,86,1639
0.3,Treino,19,94,4684,85,1627
0.4,Treino,0,92,4673,87,1637
0.4,Treino,1,129,4626,130,1605
0.4,Treino,2,96,4676,89,1629
0.4,Treino,3,93,4672,90,1635
0.4,Treino,4,74,4693,72,1651
0.4,Treino,5,133,4619,136,1602
0.4,Treino,6,97,4664,91,1638
0.4,Treino,7,94,4642,97,1657
0.4,Treino,8,117,4647,119,1607
0.4,Treino,9,103,4670,99,1618
0.4,Treino,10,39,4737,23,1690
0.4,Treino,11,47,4729,27,1687
0.4,Treino,12,45,4734,31,1680
0.4,Treino,13,49,4724,38,1679
0.4,Treino,14,48,4743,22,1677
0.4,Treino,15,51,4722,33,1684
0.4,Treino,16,45,4728,27,1690
0.4,Treino,17,57,4704,35,1694
0.4,Treino,18,47,4739,27,1677
0.4,Treino,19,49,4740,29,1672
0.5,Treino,0,43,4729,31,1686
0.5,Treino,1,47,4725,31,1687
0.5,Treino,2,33,4748,17,1692
0.5,Treino,3,41,4741,21,1687
0.5,Treino,4,34,4748,17,1691
0.5,Treino,5,60,4722,33,1675
0.5,Treino,6,47,4719,36,1688
0.5,Treino,7,31,4720,19,1720
0.5,Treino,8,47,4743,23,1677
0.5,Treino,9,41,4747,22,1680
0.5,Treino,10,31,4752,8,1698
0.5,Treino,11,33,4746,10,1701
0.5,Treino,12,33,4753,12,1692
0.5,Treino,13,36,4746,16,1692
0.5,Treino,14,36,4758,7,1689
0.5,Treino,15,36,4745,10,1699
0.5,Treino,16,28,4742,13,1707
0.5,Treino,17,39,4722,17,1712
0.5,Treino,18,38,4758,8,1686
0.5,Treino,19,36,4758,11,1685
0.6,Treino,0,19,4753,7,1710
0.6,Treino,1,17,4748,8,1717
0.6,Treino,2,17,4759,6,1708
0.6,Treino,3,22,4752,10,1706
0.6,Treino,4,19,4760,5,1706
0.6,Treino,5,25,4743,12,1710
0.6,Treino,6,20,4749,6,1715
0.6,Treino,7,20,4729,10,1731
0.6,Treino,8,27,4760,6,1697
0.6,Treino,9,24,4763,6,1697
0.6,Treino,10,24,4757,3,1705
0.6,Treino,11,25,4754,2,1709
0.6,Treino,12,22,4760,5,1703
0.6,Treino,13,26,4757,5,1702
0.6,Treino,14,27,4761,4,1698
0.6,Treino,15,26,4752,3,1709
0.6,Treino,16,18,4751,4,1717
0.6,Treino,17,31,4734,5,1720
0.6,Treino,18,30,4765,1,1694
0.6,Treino,19,33,4766,3,1688
0.7,Treino,0,10,4758,2,1719
0.7,Treino,1,11,4750,6,1723
0.7,Treino,2,11,4760,5,1714
0.7,Treino,3,15,4758,4,1713
0.7,Treino,4,13,4760,5,1712
0.7,Treino,5,13,4750,5,1722
0.7,Treino,6,13,4752,3,1722
0.7,Treino,7,16,4733,6,1735
0.7,Treino,8,13,4762,4,1711
0.7,Treino,9,18,4766,3,1703
0.7,Treino,10,21,4758,2,1708
0.7,Treino,11,21,4755,1,1713
0.7,Treino,12,17,4763,2,1708
0.7,Treino,13,19,4762,0,1709
0.7,Treino,14,20,4763,2,1705
0.7,Treino,15,18,4753,2,1717
0.7,Treino,16,13,4754,1,1722
0.7,Treino,17,24,4736,3,1727
0.7,Treino,18,24,4766,0,1700
0.7,Treino,19,28,4769,0,1693
0.8,Treino,0,6,4760,0,1723
0.8,Treino,1,5,4751,5,1729
0.8,Treino,2,7,4761,4,1718
0.8,Treino,3,9,4759,3,1719
0.8,Treino,4,10,4763,2,1715
0.8,Treino,5,8,4752,3,1727
0.8,Treino,6,11,4753,2,1724
0.8,Treino,7,8,4736,3,1743
0.8,Treino,8,12,4762,4,1712
0.8,Treino,9,13,4766,3,1708
0.8,Treino,10,16,4759,1,1713
0.8,Treino,11,14,4756,0,1720
0.8,Treino,12,12,4765,0,1713
0.8,Treino,13,13,4762,0,1715
0.8,Treino,14,17,4765,0,1708
0.8,Treino,15,15,4754,1,1720
0.8,Treino,16,11,4755,0,1724
0.8,Treino,17,17,4739,0,1734
0.8,Treino,18,20,4766,0,1704
0.8,Treino,19,26,4769,0,1695
0.9,Treino,0,4,4760,0,1725
0.9,Treino,1,2,4753,3,1732
0.9,Treino,2,3,4763,2,1722
0.9,Treino,3,5,4760,2,1723
0.9,Treino,4,5,4763,2,1720
0.9,Treino,5,5,4753,2,1730
0.9,Treino,6,8,4754,1,1727
0.9,Treino,7,4,4737,2,1747
0.9,Treino,8,7,4763,3,1717
0.9,Treino,9,8,4767,2,1713
0.9,Treino,10,12,4760,0,1717
0.9,Treino,11,12,4756,0,1722
0.9,Treino,12,9,4765,0,1716
0.9,Treino,13,9,4762,0,1719
0.9,Treino,14,13,4765,0,1712
0.9,Treino,15,9,4755,0,1726
0.9,Treino,16,10,4755,0,1725
0.9,Treino,17,12,4739,0,1739
