Nome,Tipo,Iteracao,True_Positive,True_Negative,False_Positive,False_Negative
0.1,Teste,0,190,19,509,4
0.1,Teste,1,187,23,509,2
0.1,Teste,2,195,20,503,3
0.1,Teste,3,190,18,508,5
0.1,Teste,4,195,14,509,3
0.1,Teste,5,182,21,512,6
0.1,Teste,6,186,19,514,2
0.1,Teste,7,167,21,528,5
0.1,Teste,8,198,20,502,1
0.1,Teste,9,193,18,501,9
0.1,Teste,10,194,4,524,0
0.1,Teste,11,188,1,531,1
0.1,Teste,12,198,6,517,0
0.1,Teste,13,195,3,523,0
0.1,Teste,14,196,3,520,2
0.1,Teste,15,188,6,527,0
0.1,Teste,16,187,6,527,1
0.1,Teste,17,172,3,546,0
0.1,Teste,18,199,2,520,0
0.1,Teste,19,202,3,516,0
0.2,Teste,0,184,47,481,10
0.2,Teste,1,176,51,481,13
0.2,Teste,2,189,52,471,9
0.2,Teste,3,181,44,482,14
0.2,Teste,4,192,44,479,6
0.2,Teste,5,175,46,487,13
0.2,Teste,6,177,39,494,11
0.2,Teste,7,160,56,493,12
0.2,Teste,8,192,47,475,7
0.2,Teste,9,184,51,468,18
0.2,Teste,10,194,7,521,0
0.2,Teste,11,187,4,528,2
0.2,Teste,12,197,11,512,1
0.2,Teste,13,194,4,522,1
0.2,Teste,14,196,8,515,2
0.2,Teste,15,188,15,518,0
0.2,Teste,16,187,12,521,1
0.2,Teste,17,170,8,541,2
0.2,Teste,18,198,4,518,1
0.2,Teste,19,202,10,509,0
0.3,Teste,0,30,470,58,164
0.3,Teste,1,25,474,58,164
0.3,Teste,2,25,463,60,173
0.3,Teste,3,25,466,60,170
0.3,Teste,4,29,471,52,169
0.3,Teste,5,20,464,69,168
0.3,Teste,6,37,471,62,151
0.3,Teste,7,28,496,53,144
0.3,Teste,8,29,468,54,170
0.3,Teste,9,35,460,59,167
0.3,Teste,10,4,525,3,190
0.3,Teste,11,1,529,3,188
0.3,Teste,12,2,520,3,196
0.3,Teste,13,1,519,7,194
0.3,Teste,14,3,518,5,195
0.3,Teste,15,2,528,5,186
0.3,Teste,16,3,532,1,185
0.3,Teste,17,2,547,2,170
0.3,Teste,18,7,517,5,192
0.3,Teste,19,3,515,4,199
